1956977084,happiness,ktierson,"['mmm', 'much', 'better', 'day', 'far', 'still', 'quite', 'early', 'last', 'day', 'uds']"
1956977187,fun,diNGUYEN31,"['lt', '3', 'gonna', 'first', 'twitter', 'cause', 'amazing', 'lol', 'come', 'canada', 'would', 'anything', 'see', 'perform']"
1956977618,worry,MDD113,"['picked', 'Blackberry', 'middle', 'street', 'Both', 'crushed']"
1956977624,worry,alexsnaps,"['Why', 'I', 'feeling', 'I', 'packing', 'hitting', 'SFO', 'around', 'time', 'year', 'I', 'think', 'I', 'missing', 'something']"
1956978276,empty,Aggie9,"['middle', 'school', 'elem', 'High', 'schools', 'remain', 'open', 'need', 'credits', 'graduate', 'Cali', 'broken']"
1956978410,worry,TannerMade,"['Bed', 'time', 'hope', 'go', 'school', 'tomorrow', 'though', 'feel', 'well', 'right']"
1956978668,worry,bryancheung,"['Ahh', 'Well', 'I', 'hoping', 'I', 'could', 'learn', 'stuff', 'way', 'Why', 'I', 'work', 'separate', 'things', 'also']"
1956979150,sadness,rionne,"['I', 'problem', 'photo', 'twitter', 'amf', 'see', 'face']"
1956979437,neutral,shenamygans,"['oh', 'noooo', 'blow', 'tire', 'reaaaally', 'going', 'send', 'batman', 'smoke']"
1956979756,neutral,ryarellano,"['wnna', 'take', 'bath']"
1956979894,neutral,lookitsholly,"['Chocolate', 'milk', 'much', 'better', 'straw', 'I', 'lack', 'said', 'straw']"
1956979900,worry,a_schmel,['tired']
1956979917,empty,Dreness023,"['hey', 'yu', 'lil', 'fucker', 'textd', 'yu']"
1956980788,neutral,nathaliep,"['time', 'diff', 'wrapped', 'day', 'day', 'stuff', 'havent', 'tweeting', 'talk', 'soon', 'must', 'sleep', '6', 'hrs']"
1956980883,neutral,hollywoods500,"['way', 'damn', 'sucks', 'B', 'ok']"
1956980972,worry,syl3nt,"['sucks', 'able', 'take', 'days', 'work', 'money', 'take', 'trip', 'sad']"
1956981427,enthusiasm,Caillie,"['bed', 'sorta', 'today', 'good', 'sara', 'strep', 'thought', 'Angelina', 'shared', 'water', 'B4', 'told', 'prob', 'get']"
1956981850,neutral,robuttley,"['recession', 'hotel', 'restructuring', 'accounts', 'done', 'adds', 'bit', 'pressure', 'short', 'term', 'cope']"
1956982075,neutral,minamic,"['But', 'I', 'got', 'dibs', 'Sulu']"
1956982383,sadness,Ameeee,"['Aww', 'Onward', 'upwards', 'yay', 'Still', 'sad', 'leave', 'I', 'bet']"
1956982449,worry,DawnofOURnight,"['haha', 'poor', 'aby', 'still', 'gets', 'sore']"
1956982576,sadness,kShadhavar,"['diesel', 'yaris', '70', 'mpg', 'sad', 'available', 'US', 'That', 'awesome']"
1956982605,sadness,Diyeni,"['I', 'want', 'buy', 'great', 'album', 'unfortunately', 'dont', 'hav', 'enuff', 'funds', 'quot', 'long', 'time', 'noisy', 'quot']"
1956983160,sadness,crittyjoy,"['honesty', 'pain', 'blech']"
1956983171,sadness,paulyum,"['Ok', 'passengers', 'one', 'alive', 'dead', 'know', 'til', 'end', 'cry']"
1956983467,neutral,njc87,"['At', 'home', 'alone', 'much']"
1956983509,worry,heyitsmisti,"['ia', 'much', 'really', 'happy', 'cooks', 'choices', 'singles']"
1956983690,sadness,Trishalove,"['fell', 'asleep', 'beach', 'put', 'enough', 'sunscreen', 'lol']"
1956983851,worry,sweetkisses277,"['So', 'think', 'son', 'might', 'flu', 'cause', 'I', 'def', 'cleaned', 'stanky', 'puke', 'mess', 'Poor', 'pumkpin']"
1956983874,happiness,joia,"['So', 'great', 'see', 'Oin', 'amp', 'Cynthia', 'So', 'happy', 'Dinner', 'great', 'cute', 'little', 'place', 'Too', 'bad', 'Oin', 'got', 'sick', 'afterwards']"
1956983931,neutral,MunkyMunch,"['I', 'cant', 'give', 'bday', 'nudges']"
1956984185,worry,HarryLyme,"['woman', 'transfer', 'first', 'impressions', 'sexual', 'maternal', 'onto', 'less', 'threatening', 'man', 'weak', 'Him']"
1956984205,neutral,chicabajoelsol,"['Brothers', 'Bloom', 'opening', 'weekend', 'El', 'Paso', 'I', 'buy', 'Brick', 'enjoy', 'I', 'watch', 'Brothers', 'Bloom']"
1956984559,neutral,Marielii,"['says', 'I', 'miss', 'plurking']"
1956984864,worry,Amantou,"['Bitten', 'blood', 'cat', 'way', 'rabies', 'bacterin', 'Seems', '7', 'shots', '2', 'months', 'Never', 'wash', 'cats', 'home', 'hate', 'water']"
1956984894,neutral,Chai_Bo,"['I', 'miss', 'Voobys']"
1956985129,neutral,Cookphotos,"['Monk', 'Neither', 'ELP']"
1956985535,happiness,quarrygirl,"['dude', 'favorite', 'sandwich', 'place', 'ever', 'ummm', 'take', 'PICTURES']"
1956985612,worry,juliehuang,"['sad', 'shin', 'ae', 'got', 'married', 'alex']"
1956985758,worry,jazz_angela,"['Sure', 'tweet', 'back', 'news', 'abuzz', 'TR', 'Knight', 'leaving', 'quot', 'confirmed', 'quot', 'today', 'Muy', 'triste']"
1956985764,sadness,Samm_xo,"['ohh', 'thursday', 'exams', 'day', 'wednesday']"
1956985973,neutral,ssabz,"['mix', 'dentist', 'appt', 'afternoon', 'rescheduled', 'tomorrow', '9']"
1956986211,sadness,metaphysical1,"['thinking', 'excited', 'guys', 'move', 'realized', 'sad', 'see', 'go']"
1956986359,worry,bittenbyte,"['goooood', 'mooorning', 'people', 'sun', 'definitly', 'spring', 'first', 'spring', 'hail', 'storm', 'car', 'dimples']"
1956986767,sadness,AshLaws,"['I', 'love', 'sakey', 'USB', 'sticks', 'We', '4', 'GB', 'Australia']"
1956987381,worry,supkeke,"['fresh', 'prince', 'sleepy', 'sleeps', 'nightly', 'routine', 'gotta', 'go', 'Dmv', 'early', 'tmrw']"
1956987600,hate,naterkane,"['dammit', 'hulu', 'desktop', 'totally', 'screwed', 'ability', 'talk', 'particular', 'port', 'one', 'dev', 'servers', 'watch', 'code']"
1956987828,worry,palomalopes24,"['jealous', 'mom', 'talking', 'want', 'see', 'twittering', 'making', 'miss']"
1956987904,worry,creativevixen86,"['I', 'sleep', 'I', 'keep', 'thinking', 'puppy', 'I', 'played', 'today']"
1956987950,worry,smiles4dayyz,"['I', 'suppposed', 'sleep', 'But', 'got', 'much', 'amp', 'got', 'one', 'part', 'song', 'stuck', 'head', 'quot', 'jerk', 'iknow', 'quot', 'blaahh']"
1956988145,neutral,padfootly,"['going', 'sweetheart']"
1956988218,neutral,callatya,"['How', 'freaking', 'difficult', 'get', 'system', 'wide', 'spellchecker', 'Shit', 'I', 'settle', 'office', 'suite', 'one', 'Stupid', 'unhelpful', 'Windows']"
1956988223,worry,kabilan,"['Last', 'one', 'month', 'due', 'summer', 'strawberry', 'availble', 'Chennai', 'markets']"
1956988477,neutral,enlightenthem,"['work', '6', 'Gotta', 'go', 'bed', 'soon']"
1956989093,love,Angela_Grace,"['correct', 'I', 'ADORE', 'I', 'plucked', 'put', 'arm', 'cuz', 'cryin', 'All', 'better', 'Hahaha']"
1956989514,sadness,yellowduckx,"['hiii', 'im', 'ipod', 'cant', 'fall', 'asleep']"
1956989526,sadness,KaKuBby,"['dont', 'wanna', 'work', '11', '830', 'tomorrow', 'get', 'paid']"
1956989560,sadness,benchidol,"['feels', 'sad', 'coz', 'wasnt', 'able', 'play', 'guys']"
1956989561,neutral,outrAjusCharmer,['PrinceCharming']
1956989601,hate,M0anique,"['cayogial', 'wanted', 'come', 'BZ', 'summer', 'sure', 'anymore', 'teacher', 'life', 'summer', 'SUCKS']"
1956989914,worry,Fowl2,"['First', 'ever', 'dropped', 'call', 'mobile', 'On', 'call', 'less', 'charged', 'data', 'even', 'though', 'I', 'data', 'pack']"
1956990288,hate,MissPassion,"['You', 'win', 'SIGH', 'Rakeem']"
1956990413,neutral,Wendywitwoo,"['Oh', 'time', 'real']"
1956990568,sadness,sarah_walter,"['Darn', 'allergies', 'I', 'like', 'time', 'year', 'I', 'never', 'used', 'problem', 'either']"
1956990729,worry,marpizza,"['Oh', 'one', 'minute', 'late', 'Oh', 'well']"
1956991009,hate,rdyfrde,"['star', 'Damn', 'sucks']"
1956991673,sadness,M0anique,"['wanted', 'come', 'BZ', 'summer', 'sure', 'anymore', 'teacher', 'life', 'summer', 'SUCKS']"
1956991704,hate,Tweetyangie,"['THIS', 'WEBSITE', 'GAVE', 'ME', 'A', 'VIRUS', 'When', 'opened', 'windows', 'kept', 'POPPING']"
1956991723,worry,briwyatt,"['ahh', 'big', 'scary', 'bug', 'flying', 'around', 'room']"
1956992030,sadness,mafiaman8108,"['I', 'wish', 'knew', 'puts', 'She', 'stole', 'heart', 'never', 'gave', 'back', 'occasionally', 'likes', 'like', 'look', 'I']"
1956992144,worry,Margotkay,"['nasty', 'cough', 'cant', 'sick', 'huge', 'weekend', 'ahead']"
1956992349,neutral,jarekpastor,"['That', 'stone', 'cold', 'Crazy']"
1956993007,boredom,villa_ld,['tired']
1956993080,neutral,cheiyinkeithsui,"['shift', 'time', 'bbye', 'biochem', 'waaaaahhhhhh']"
1956993206,neutral,dashdragan,"['I', 'sure', '1', 'cum', 'play', 'I', 'workin', 'til', 'midnight']"
1956994067,neutral,lockerhaxor,"['I', 'second', 'I', 'wish', 'rained', 'I']"
1956995196,sadness,jnvelasquez912,"['early', 'happy', 'day', 'birth', 'case', 'I', 'make', 'Very', 'tired', 'therapy', 'today', 'n', 'taking', 'medicine', 'misshu', 'Love', 'ya']"
1956995505,neutral,twakatovsrocks,"['damn', 'Eric', 'anyone', 'else', 'need', 'hair', 'played']"
1956995679,neutral,jmil1733,"['I', 'feel', 'deflated', 'Ugh', 'No', 'dog']"
1956995762,sadness,foxtail84,"['Allergies', 'suck', 'ducks', 'nuts', 'lt', '8', 'gt']"
1956995852,neutral,ErikaAlexxis,"['Well', 'almost', 'good', 'day', 'Guess', 'I', 'retry', 'tomorrow']"
1956996081,hate,snursalim,"['Waraku', 'tasteless', 'expensive', 'Portion', 'little', 'waraku']"
1956996385,love,votech,"['sounds', 'good', 'Appreciate', 'suggestion', 'Been', 'week', 'still', 'offline', 'Time', 'ask', 'refund']"
1956996470,worry,ohmygoshnina,"['He', 'died', 'Wait', 'Magic', 'Jack', 'I', 'read']"
1956996673,hate,Merekdavis,['youstinkatrespondingtotexts']
1956996730,sadness,Rowch,"['wonders', 'Karma', 'points', 'turned', '0', '00']"
1956996765,happiness,rarmendariz,"['Need', 'pack', 'CALI', 'CALI', 'Cannot', 'waittt', 'Thinking', 'glass', 'wine', 'order', 'celebrate', 'weekend', 'vaca', 'Still', 'work', '2', 'morrow', 'tho']"
1956996776,sadness,KitaCupcake,"['Is', 'miserable', 'feel', 'like', 'im', 'gona', 'cry', 'sux']"
1956997143,neutral,louiethecat,"['well', 'I', 'ran', 'beer', 'I', 'left', 'Not', 'sure', 'ETA', 'Waiting', 'waiting', 'waiting', 'Bleh', 'Gonna', 'long', 'nite', 'methinks']"
1956997352,worry,1azylizzie,"['My', 'nose', 'stud', 'fell', 'I', 'find', 'Looks', 'like', 'I', 'head', 'Amsterdam', 'today', 'get', 'new', 'one']"
1956997619,neutral,kudosbeauty,"['claire', 'love', 'show', 'got', 'office', '5', 'radio']"
1956998370,love,rockinchick11,"['Pats', 'philly', '2', 'I', 'love', 'Mmm', 'cheesesteak', 'Miss', 'boyfriend', 'I', 'love', 'vacation']"
1956998532,sadness,katienaas,"['sigh', 'I', 'going', 'bed', 'I', 'feel', 'right', 'anymore']"
1956998538,neutral,jeannicole,"['What', 'I', 'focused', 'Tom', 'much', 'I', 'see', 'beloved', 'Barack', 'Oh', 'I', 'must', 'vote', 'Poor', 'president', '626', 'votes']"
1956998698,neutral,FoOie,"['EpiCentre', 'Wheelock', 'Place', 'tourists']"
1956998704,sadness,sillynic,"['Now', 'I', 'depressed', 'watching', 'think', 'dance']"
1957000040,sadness,minauderie,"['Just', 'cross', 'cause', 'I', 'stuck', 'twiddling', 'thumbs', 'ugh']"
1957000077,neutral,danzjoe,"['miss', '16', 'th']"
1957000152,neutral,RoxieDax,"['I', 'know', 'But', 'like', 'I', 'said', 'I', 'idea', 'long', 'takes', 'investigate', 'stuff']"
1957000290,worry,Ohtybaby,"['I', 'cant', 'sleep', 'im', 'sore', 'move']"
1957000314,neutral,Phenikone,"['Awe', 'I', 'miss', 'baby']"
1957000336,empty,Gen22,"['answered', 'never', 'learned', 'write', 'French', 'basic', 'stuff']"
1957000372,neutral,cv70,"['chocolates', 'never', 'say']"
1957000788,worry,zpavic,"['Achieving', 'new', 'appreciation', 'xml', 'build', 'script', 'really', 'painful', 'cumbersome']"
1957001049,neutral,amy__xx,"['radio', 'awake', 'ill', 'nap', 'afternoon']"
1957001370,worry,katlovesjoelk,"['cant', 'anything']"
1957001496,neutral,miss_sammi,"['still', 'needs', 'another', '6', 'hours', 'sleep']"
1957001506,relief,benmfowler,"['I', 'work']"
1957001854,fun,Samiijoo,"['RIP', 'leonardo', 'You', 'great', 'mini', 'fiddler', 'crab']"
1957001967,neutral,mozwold,"['Morning', 'tweeple', 'way', 'early']"
1957002082,sadness,V0NST3V3,"['Last', 'day', 'working', 'Uni', 'today', 'sad', 'times']"
1957002773,love,UncoolRockstar,"['thanks', 'neemah', 'I', 'gonna', 'soooo', 'close', 'izzy', 'yet', 'far']"
1957002923,worry,indpndentgirly,"['My', 'head', 'hurts', 'bad', 'I', 'could', 'scream']"
1957003048,worry,rianne_kelsey,"['go', 'IM', 'SO', 'TIRED', 'airmatras', 'broken', 'somewhere', 'im', 'even', 'pain']"
1957003356,worry,nettlej,"['New', 'work', 'wellness', 'challenge', 'going', 'well', 'I', 'committed', 'check', 'email', '10', 'pm', '6', 'Failed', 'first', 'day', 'Twice']"
1957003440,worry,autotips,"['New', 'blog', 'post', 'Blog', 'auto', 'insuran', 'I', 'found', 'auto', 'insurance', 'policy', 'expired', 'I', 'careless', 'Meanw']"
1957003715,neutral,BlaqueBeautyy,"['bestfriends', 'MIA', 'wat']"
1957004184,worry,rionne,"['oh', 'men', 'I', 'really', 'see', 'face', 'c', 'mon', 'guys']"
1957004519,worry,asteinke,"['I', 'showing', 'age', 'Renewed', 'tags', 'last', 'week', 'went', '20', 'Got', 'insurance', 'renewal', 'email', 'today', 'went', '100', 'I', 'wanna', 'old']"
1957004606,worry,riannasc,"['sole', 'supporter', 'sole', 'supporter']"
1957004749,hate,golden_one,"['hate', 'finish', 'work', 'still', '1', '25', 'hours', 'left', 'work', 'time']"
1957005165,worry,RebeccaBrunner,"['urgh', 'stop', 'guys']"
1957005226,sadness,GiselleLee,"['still', 'missing', 'husband', 'I', 'really', 'want', 'home']"
1957005279,sadness,PYTDavis,"['I', 'miss', 'puppy']"
1957005410,surprise,HIM357,"['2', 'days', 'month', 'left', 'I', '400', 'MB', 'left', 'onpeak', 'downloads']"
1957005696,fun,nickhalme,"['Up', 'I', 'get', 'memo', 'It', 'looks', 'amazing']"
1957005713,sadness,smilyross,"['I', 'given', 'pizza', 'kids', 'would', 'never', 'let', 'fav', 'hot', 'ones']"
1957005817,worry,JBabyLove,"['Up', 'reading', 'tabloids', 'people', 'lives', 'thinking', 'I', 'gonna', 'mine', 'baby', 'leaves']"
1957006033,sadness,klybob,"['yearling', 'pet', 'home', 'died', 'sad', 'whole', 'family']"
1957006074,neutral,rnbprincess79,"['fun', 'sun', 'hmmm', 'hell', 'cold']"
1957006098,worry,puelladei,"['I', 'got', 'giant', 'splinter', 'stuck', 'underneath', 'finger', 'nail', 'today', 'Muppets', 'hurt', 'But', 'I', 'got', 'go', 'First', 'Aid', 'first', 'time']"
1957006245,sadness,bella_facia,"['We', 'hate', 'change', 'course', 'We', 'fans', 'life', 'lt', '3', 'Oh', 'met', 'Rob', 'something', 'went', 'horribly', 'wrong']"
1957006307,worry,ninz_0214,"['feeling', 'sad', 'reason']"
1957006547,sadness,spookychan,"['well', 'fuck', 'new', 'pain', 'med', 'odd', 'warning', 'actually', 'applies', 'take', 'chan', 'displeased']"
1957006674,sadness,nel5on,"['uploaded', 'new', 'blog', 'painful', 'story', '80', 'year', 'old', 'man', 'cried', 'wanted', 'die', 'sad']"
1957006725,neutral,andrewjennings,"['think', 'I', 'WANT', 'DETAILS']"
1957006830,neutral,AddITame,"['Hi', 'Who', 'Mary', 'Poppins']"
1957006947,worry,miiiiiiike,"['Its', 'addicting', 'kind', 'curse', 'night', 'time', 'Everytime', 'one', 'feel', 'like', 'making', 'music', 'afterwards']"
1957007167,neutral,Dillontate,"['last', 'tweet', 'send', 'bad', 'phone']"
1957007268,fun,EmaMolly,"['OMG', 'Ur', 'alive', 'LOL', '2', 'day', 'gone', 'sooo', 'slow', 'I', 'going', 'insane', 'Grrr', 'You', 'anything', 'tonight']"
1957007357,empty,_SNO_,"['Have', 'headache', 'I', 'going', 'bed', 'Goodnight']"
1957007394,neutral,jarekpastor,"['I', 'watching', 'Parental', 'Control']"
1957007437,fun,grrimadinox,"['get', 'california', 'vintage', 'ahahah', 'BEST', 'dresses', 'want', 'dont', 'ebay']"
1957007633,sadness,IAmYourDensity,"['I', 'saw', 'pics', 'past', 'Thanksgiving', 'sad', 'Grandma']"
1957007981,worry,MunkyMunch,"['wont', 'let']"
1957008075,sadness,Inamint,"['Took', 'shift', 'tomorrow', 'I', 'really', 'feel', 'like', 'working', 'right']"
1957008193,sadness,kimchiipanda,"['money', 'phone']"
1957008287,worry,KarlOnSea,"['Spent', 'last', 'night', 'A', 'amp', 'E', 'ER', 'Wife', 'tangled', 'wheels', 'Daughter', 'amp', 'hit', 'deck', 'Dislocation', 'amp', 'fracture', 'resulted']"
1957008292,worry,RoseMarionTyler,"['9', 'days', 'I', 'ready', 'visit', 'Torchwood', 'see', 'heard', 'anything']"
1957008434,surprise,Just_Cath,"['morley', 'In', 'Bris', 'I', 'hear', 'thunder']"
1957008478,surprise,bekahjayne,"['bec', 'vs', 'fat', 'food', 'winner', 'fat', 'food', 'weeknend', 'ill', 'beat']"
1957008498,sadness,CathyDohling,"['Too', 'bad', 'Red', 'Devils', 'disappointing', 'say', 'least']"
1957008766,surprise,shutitoff,"['I', 'dream', 'pretty', 'pretty', 'beach', 'beach', 'I', 'woke']"
1957008802,sadness,pfak,"['Have', '3', 'ware', '9650', 'SE', 'fast', 'enough', '3', 'x', 'X25', 'M', 'SSD', 'RAID', '5', '800', 'Mhz', 'IOP', 'HPT', 'Might', 'try', 'Adaptec', '5405', '1', '2', 'Ghz']"
1957008987,surprise,lilTanker,"['da', 'heck', 'garage', 'man', 'get', 'I', 'ask', 'WHEN']"
1957009454,worry,woahitsJana,"['Ate', 'Mandy', 'please', 'forgive', 'I', 'really', 'sorry', 'I', 'wanna', 'lose', 'Bff']"
1957009666,hate,wendyisastar,"['Umm', 'yeah', 'That', 'probably', 'pretty', 'good', 'note', 'self', 'eeeeeewwwwwwww']"
1957010072,worry,tiffalo,"['plane', 'tickets', 'expensive']"
1957010329,fun,NoteRobot,"['Umm', 'yeah', 'That', 'probably', 'pretty', 'good', 'note', 'self', 'eeeeeewwwwwwww']"
1957010415,worry,trina3mg,"['Needs', 'job', 'BADLY']"
1957011291,sadness,ABCeCe,"['daaammmnnnnn', 'I', 'wish', 'I']"
1957011738,worry,ignoredt,"['Went', 'Di', 'Bella', 'coffee', 'roasters', 'today', 'asked', 'job', 'The', 'person', 'I', 'needed', 'speak', 'holiday', 'fb']"
1957012476,sadness,nickhalme,"['hime', 'I', 'played', 'latter', 'parts', 'voodoo', 'village', 'part', 'co', 'op', 'I', 'lost', 'usual', 'partner']"
1957012535,empty,SexyBeach,"['Nite', 'Now', 'I', 'n', 'bored', 'opposed', 'almost', 'sleep', 'frm', 'b', '4']"
1957012769,sadness,ditzyfrenchfrys,"['bad', 'friend']"
1957013149,neutral,cheeseyy,"['happy', 'birthdayyy', 'hope', 'awesome', 'day', 'see', 'next', 'last', 'night']"
1957013166,hate,jupzchris,"['im', 'shit', 'right', 'im', 'vacation', 'got', 'workin']"
1957013488,neutral,LetitiaIvy,"['ill', 'oir']"
1957013697,neutral,Labellajuicy,"['guess', 'go', 'girlie', 'I', 'still', 'gym', 'work', '6', '30']"
1957013723,hate,babygurl0791,"['would', 'wish', 'severe', 'migrains', 'would', 'stop', 'doc', 'prescriptions', 'arent', 'working']"
1957013804,love,jammmaster1021,"['missed', 'game']"
1957013885,sadness,debraladiva,"['No', 'internet', 'last', 'night', 'ER', 'brill', 'massive', 'explosion', 'end', 'nearby', 'gas', 'works', 'ER', 'standby']"
1957013895,hate,kkjordan,"['cuz', 'airlines', 'super', 'lame']"
1957013896,sadness,sigitt,"['Still', 'pity', 'comes', 'lamb', 'though']"
1957014267,sadness,Karoli,"['I', 'sorry', 'hear', 'Here', 'optimist', 'Things', 'get', 'better', 'For', 'us']"
1957014389,relief,misscinders,"['done', 'painting', 'bedroom', 'furniture', 'I', 'still', 'table', 'wait', 'move', 'Uggh', 'moving', 'heat']"
1957014493,hate,Taynted_lyfe,"['I', 'tired', 'insomnia']"
1957014517,neutral,dalastmil62,"['A', 'hungry', 'fool', 'Ill', 'probably', 'never', 'see', 'Krispy', 'Kreme', 'Had', 'enjoy', 'They', 'closing']"
1957014653,neutral,sloanquigley,"['airport', 'didnt', 'show', 'tonight', 'homo']"
1957014706,hate,butteredninja,"['I', 'hate', 'Bakersfield', 'I', 'hate', 'Ports', 'let', 'go', 'home', 'already', 'I', 'want', 'start', 'vacation']"
1957015287,neutral,skk123,[]
1957015475,neutral,WgtnCoffeeCup,"['Looking', 'desktop', 'twitter', 'app', 'actually', 'let', 'access', 'URLs', 'suggestions', 'I', 'liked', 'Twittle', 'linking']"
1957015719,worry,dancingwithself,"['people', 'house', 'know', 'close', 'doors']"
1957016086,surprise,chrisshennan,"['Why', 'I', 'completing', 'facebook', 'quizzes', 'time', 'morning', 'especially', 'friday', 'morning']"
1957016169,neutral,thatonebroad,"['amp', 'soooo', 'hungry']"
1957016339,worry,R_nB,"['I', 'like', 'possibility', 'left', 'side', 'brain', 'hurting', 'thing', 'called', 'VP', 'shunt', 'possible', 'death']"
1957016697,sadness,fritoleva,"['Had', 'cancel', 'wow']"
1957016818,worry,PnkRckGirl97,"['wants', 'make', 'music', 'profile', 'money', 'know', 'write', 'music', 'know', 'play', 'instrument', 'studio']"
1957017164,sadness,RoxieDax,"['But', 'yeah', 'I', 'sad', 'quot', 'Ravenclaw', 'quot', 'account', 'I', 'love', 'account', 'bits']"
1957017177,worry,KCSuzy,"['It', '1', '15', 'AM', 'I', 'hear', 'helicopter', 'flying', 'house', 'That', 'kind', 'weird', 'In', 'news', 'headache', 'back', 'BOOOOO']"
1957017320,worry,xSpotlighted,"['sugar', 'oh', 'always', 'lt', '3']"
1957017333,neutral,serinurshira,"['back', 'school', 'Ms', 'Suhana', 'last', 'day', 'FT', 'OCU', 'okay', 'I', 'playing', 'ALTNOY']"
1957017486,neutral,skypen,"['poll', 'trying', 'get', 'work', 'powerpoint', 'avail']"
1957017522,happiness,Davislb921,"['took', 'math', 'test', 'today', 'The', 'day', 'test', 'teacher', 'says', 'bring', 'calculator', 'Luke', 'confident', 'Teacher', 'decided', 'calcs']"
1957017595,happiness,c10gg3rgirl,"['omg', 'concert', 'awesome', 'madrigals', 'gave', 'chills', 'almost', 'every', 'piece', 'brooks', 'also', 'called', 'alumni', 'didnt', 'get', 'go']"
1957017610,neutral,thetoughsams,"['yeah', 'terrible', 'cockatoos', 'hardest', 'live', 'emotional', 'good', 'thing', 'found', 'though']"
